gName	FisherP	Mut_C1	Nor_C1	Mut_C234	Nor_C234	padj
CAGE1	0.184738955823293	1	45	0	203	1
KRT222	0.184738955823293	1	45	0	203	1
AMZ2	0.184738955823293	1	45	0	203	1
COG1	0.184738955823293	1	45	0	203	1
TEX19	0.184738955823293	1	45	0	203	1
ZNF736	0.184738955823293	1	45	0	203	1
QPRT	0.184738955823293	1	45	0	203	1
WSB1	0.184738955823293	1	45	0	203	1
SRP54	0.184738955823293	1	45	0	203	1
MICALL2	0.184738955823293	1	45	0	203	1
ZNF204P	0.184738955823293	1	45	0	203	1
TMEM259	0.184738955823293	1	45	0	203	1
RP11-835E18.5	0.184738955823293	1	45	0	203	1
OR6K6	0.184738955823293	1	45	0	203	1
ZBTB38	0.184738955823293	1	45	0	203	1
SPSB1	0.184738955823293	1	45	0	203	1
OTULIN	0.184738955823293	1	45	0	203	1
MTMR7	0.184738955823293	1	45	0	203	1
SOX13	0.184738955823293	1	45	0	203	1
DYNLRB1	0.184738955823293	1	45	0	203	1
ZNF689	0.184738955823293	1	45	0	203	1
FAM57B	0.184738955823293	1	45	0	203	1
TRPV1	0.184738955823293	1	45	0	203	1
GRB10	0.184738955823293	1	45	0	203	1
ATP8B1	0.184738955823293	1	45	0	203	1
HNRNPA2B1	0.184738955823293	1	45	0	203	1
DRD2	0.184738955823293	1	45	0	203	1
XPO7	0.184738955823293	1	45	0	203	1
FOXE3	0.184738955823293	1	45	0	203	1
GRM1	0.184738955823293	1	45	0	203	1
LBX2	0.184738955823293	1	45	0	203	1
WBSCR22	0.184738955823293	1	45	0	203	1
SPCS2P4	0.184738955823293	1	45	0	203	1
RBM27	0.184738955823293	1	45	0	203	1
WTAP	0.184738955823293	1	45	0	203	1
RBM19	0.184738955823293	1	45	0	203	1
DNAJC21	0.184738955823293	1	45	0	203	1
F12	0.184738955823293	1	45	0	203	1
PRDM14	0.184738955823293	1	45	0	203	1
PLEKHN1	0.184738955823293	1	45	0	203	1
PSMB9	0.184738955823293	1	45	0	203	1
AMY1C	0.184738955823293	1	45	0	203	1
SLC37A3	0.184738955823293	1	45	0	203	1
HBA1	0.184738955823293	1	45	0	203	1
ACSL3	0.184738955823293	1	45	0	203	1
TMEM45A	0.184738955823293	1	45	0	203	1
ANKS3	0.184738955823293	1	45	0	203	1
FAM20A	0.184738955823293	1	45	0	203	1
CTC-459F4.9	0.184738955823293	1	45	0	203	1
SLC14A1	0.184738955823293	1	45	0	203	1
ADAD2	0.184738955823293	1	45	0	203	1
PSD	0.184738955823293	1	45	0	203	1
MCAM	0.184738955823293	1	45	0	203	1
CST13P	0.184738955823293	1	45	0	203	1
POLR3D	0.184738955823293	1	45	0	203	1
IL18R1	0.184738955823293	1	45	0	203	1
MNT	0.184738955823293	1	45	0	203	1
RP13-895J2.2	0.184738955823293	1	45	0	203	1
DSEL	0.184738955823293	1	45	0	203	1
OR4K2	0.184738955823293	1	45	0	203	1
CYP11B2	0.184738955823293	1	45	0	203	1
PLA2G12B	0.184738955823293	1	45	0	203	1
LGALS3BP	0.184738955823293	1	45	0	203	1
KLHDC3	0.184738955823293	1	45	0	203	1
ZNF697	0.184738955823293	1	45	0	203	1
DACT1	0.184738955823293	1	45	0	203	1
ZNF548	0.184738955823293	1	45	0	203	1
NUP133	0.184738955823293	1	45	0	203	1
RPS7	0.184738955823293	1	45	0	203	1
VMP1	0.184738955823293	1	45	0	203	1
SLC17A7	0.184738955823293	1	45	0	203	1
CTCFL	0.184738955823293	1	45	0	203	1
RNMT	0.184738955823293	1	45	0	203	1
MANSC1	0.184738955823293	1	45	0	203	1
IFNA8	0.184738955823293	1	45	0	203	1
BRICD5	0.184738955823293	1	45	0	203	1
FAM24A	0.184738955823293	1	45	0	203	1
ZNF366	0.184738955823293	1	45	0	203	1
SMARCAD1	0.184738955823293	1	45	0	203	1
RDH10	0.184738955823293	1	45	0	203	1
LDHB	0.184738955823293	1	45	0	203	1
AMMECR1	0.184738955823293	1	45	0	203	1
IL22RA1	0.184738955823293	1	45	0	203	1
TFE3	0.184738955823293	1	45	0	203	1
FLJ33360	0.184738955823293	1	45	0	203	1
KLF4	0.184738955823293	1	45	0	203	1
PRPF19	0.184738955823293	1	45	0	203	1
SPRED2	0.184738955823293	1	45	0	203	1
CNEP1R1	0.184738955823293	1	45	0	203	1
GPATCH2L	0.184738955823293	1	45	0	203	1
PLEKHA3	0.184738955823293	1	45	0	203	1
SNORD115-25	0.184738955823293	1	45	0	203	1
ATP13A1	0.184738955823293	1	45	0	203	1
FAM110C	0.184738955823293	1	45	0	203	1
HORMAD2	0.184738955823293	1	45	0	203	1
PEX1	0.184738955823293	1	45	0	203	1
PRTN3	0.184738955823293	1	45	0	203	1
DNAAF3	0.184738955823293	1	45	0	203	1
ZAR1L	0.184738955823293	1	45	0	203	1
SNAPC5	0.184738955823293	1	45	0	203	1
ZFP64	0.184738955823293	1	45	0	203	1
WDR75	0.184738955823293	1	45	0	203	1
FAM210B	0.184738955823293	1	45	0	203	1
PABPC1L2A	0.184738955823293	1	45	0	203	1
ILDR1	0.184738955823293	1	45	0	203	1
DDX53	0.184738955823293	1	45	0	203	1
SCYL1	0.184738955823293	1	45	0	203	1
BHLHE23	0.184738955823293	1	45	0	203	1
HIGD2B	0.184738955823293	1	45	0	203	1
ZNF330	0.184738955823293	1	45	0	203	1
LACTB	0.184738955823293	1	45	0	203	1
COX6A2	0.184738955823293	1	45	0	203	1
AHCY	0.184738955823293	1	45	0	203	1
CC2D2A	0.184738955823293	1	45	0	203	1
DUSP13	0.184738955823293	1	45	0	203	1
NECAB3	0.184738955823293	1	45	0	203	1
CNTN1	0.184738955823293	1	45	0	203	1
CD46	0.184738955823293	1	45	0	203	1
CDK11B	0.184738955823293	1	45	0	203	1
RP13-895J2.7	0.184738955823293	1	45	0	203	1
SHCBP1L	0.184738955823293	1	45	0	203	1
ADAP1	0.184738955823293	1	45	0	203	1
HOXD3	0.184738955823293	1	45	0	203	1
PNLIPRP1	0.184738955823293	1	45	0	203	1
SCGB1D1	0.184738955823293	1	45	0	203	1
IGKV1D-8	0.184738955823293	1	45	0	203	1
PATL1	0.184738955823293	1	45	0	203	1
HJURP	0.184738955823293	1	45	0	203	1
RNF44	0.184738955823293	1	45	0	203	1
S100A7L2	0.184738955823293	1	45	0	203	1
MBD5	0.184738955823293	1	45	0	203	1
NUGGC	0.184738955823293	1	45	0	203	1
SPAG17	0.184738955823293	1	45	0	203	1
VPS4A	0.184738955823293	1	45	0	203	1
PAPLN	0.184738955823293	1	45	0	203	1
CEBPA	0.184738955823293	1	45	0	203	1
ZNF131	0.184738955823293	1	45	0	203	1
CD177	0.184738955823293	1	45	0	203	1
C4orf48	0.184738955823293	1	45	0	203	1
SLC25A2	0.184738955823293	1	45	0	203	1
FAM170B	0.184738955823293	1	45	0	203	1
ZWILCH	0.184738955823293	1	45	0	203	1
SEPN1	0.184738955823293	1	45	0	203	1
CHST14	0.184738955823293	1	45	0	203	1
FAM126A	0.184738955823293	1	45	0	203	1
ARG1	0.184738955823293	1	45	0	203	1
TMEM248	0.184738955823293	1	45	0	203	1
RPH3AL	0.184738955823293	1	45	0	203	1
KIAA1875	0.184738955823293	1	45	0	203	1
SRGN	0.184738955823293	1	45	0	203	1
OR6M1	0.184738955823293	1	45	0	203	1
NACAD	0.184738955823293	1	45	0	203	1
RASAL3	0.184738955823293	1	45	0	203	1
SF3A3	0.184738955823293	1	45	0	203	1
ACOT8	0.184738955823293	1	45	0	203	1
SSUH2	0.184738955823293	1	45	0	203	1
MSI2	0.184738955823293	1	45	0	203	1
MEI4	0.184738955823293	1	45	0	203	1
OR4N5	0.184738955823293	1	45	0	203	1
KAT2B	0.184738955823293	1	45	0	203	1
PPP2R5D	0.184738955823293	1	45	0	203	1
IGHV4-39	0.184738955823293	1	45	0	203	1
SNX8	0.184738955823293	1	45	0	203	1
PPP1R35	0.184738955823293	1	45	0	203	1
PLXDC2	0.184738955823293	1	45	0	203	1
ARFGAP3	0.184738955823293	1	45	0	203	1
CD37	0.184738955823293	1	45	0	203	1
PROX1	0.184738955823293	1	45	0	203	1
LDLRAD2	0.184738955823293	1	45	0	203	1
RNY4P30	0.184738955823293	1	45	0	203	1
CLEC10A	0.184738955823293	1	45	0	203	1
APPL2	0.184738955823293	1	45	0	203	1
MTERF2	0.184738955823293	1	45	0	203	1
SLC16A12	0.184738955823293	1	45	0	203	1
PAIP2B	0.184738955823293	1	45	0	203	1
AGAP3	0.184738955823293	1	45	0	203	1
FAN1	0.184738955823293	1	45	0	203	1
API5	0.184738955823293	1	45	0	203	1
NUPL1	0.184738955823293	1	45	0	203	1
CLEC19A	0.184738955823293	1	45	0	203	1
COMMD4	0.184738955823293	1	45	0	203	1
CSNK1A1	0.184738955823293	1	45	0	203	1
TFDP2	0.184738955823293	1	45	0	203	1
ETV6	0.184738955823293	1	45	0	203	1
PAICS	0.184738955823293	1	45	0	203	1
SLC25A48	0.184738955823293	1	45	0	203	1
RNF112	0.184738955823293	1	45	0	203	1
NAT6	0.184738955823293	1	45	0	203	1
TRBV21OR9-2	0.184738955823293	1	45	0	203	1
POLR1C	0.184738955823293	1	45	0	203	1
PLEKHB1	0.184738955823293	1	45	0	203	1
KRT73	0.184738955823293	1	45	0	203	1
ABCD4	0.184738955823293	1	45	0	203	1
BDKRB2	0.184738955823293	1	45	0	203	1
NPY1R	0.184738955823293	1	45	0	203	1
ZGLP1	0.184738955823293	1	45	0	203	1
RTN2	0.184738955823293	1	45	0	203	1
CEP164	0.184738955823293	1	45	0	203	1
PCMTD2	0.184738955823293	1	45	0	203	1
TMEM200A	0.184738955823293	1	45	0	203	1
C1orf185	0.184738955823293	1	45	0	203	1
GSG2	0.184738955823293	1	45	0	203	1
EMC10	0.184738955823293	1	45	0	203	1
SNRNP35	0.184738955823293	1	45	0	203	1
KPNA7	0.184738955823293	1	45	0	203	1
CLPP	0.184738955823293	1	45	0	203	1
PIP5K1C	0.184738955823293	1	45	0	203	1
RP11-364P22.2	0.184738955823293	1	45	0	203	1
WASIR2	0.184738955823293	1	45	0	203	1
EGR1	0.184738955823293	1	45	0	203	1
TMEM180	0.184738955823293	1	45	0	203	1
SH3BP4	0.184738955823293	1	45	0	203	1
TCTN2	0.184738955823293	1	45	0	203	1
AC100757.1	0.184738955823293	1	45	0	203	1
SLMAP	0.184738955823293	1	45	0	203	1
MCM5	0.184738955823293	1	45	0	203	1
USP34	0.184738955823293	1	45	0	203	1
AC007364.1	0.184738955823293	1	45	0	203	1
LCE1E	0.184738955823293	1	45	0	203	1
AKT1S1	0.184738955823293	1	45	0	203	1
CXorf38	0.184738955823293	1	45	0	203	1
GTF2A2	0.184738955823293	1	45	0	203	1
SLC22A31	0.184738955823293	1	45	0	203	1
USP17L2	0.184738955823293	1	45	0	203	1
OPRL1	0.184738955823293	1	45	0	203	1
NUDC	0.184738955823293	1	45	0	203	1
FCER1A	0.184738955823293	1	45	0	203	1
ABCA12	0.184738955823293	1	45	0	203	1
ZNF663P	0.184738955823293	1	45	0	203	1
ABCC6	0.184738955823293	1	45	0	203	1
SMARCE1	0.184738955823293	1	45	0	203	1
C12orf54	0.184738955823293	1	45	0	203	1
MAN2B1	0.184738955823293	1	45	0	203	1
L3MBTL4	0.184738955823293	1	45	0	203	1
PSEN2	0.184738955823293	1	45	0	203	1
CSK	0.184738955823293	1	45	0	203	1
OR11H4	0.184738955823293	1	45	0	203	1
ZNF80	0.184738955823293	1	45	0	203	1
PNMA1	0.184738955823293	1	45	0	203	1
PUS3	0.184738955823293	1	45	0	203	1
PSMB2	0.184738955823293	1	45	0	203	1
HEXA	0.184738955823293	1	45	0	203	1
STK25	0.184738955823293	1	45	0	203	1
L3MBTL1	0.184738955823293	1	45	0	203	1
FLVCR2	0.184738955823293	1	45	0	203	1
ADD2	0.184738955823293	1	45	0	203	1
BCAT2	0.184738955823293	1	45	0	203	1
KLHL38	0.184738955823293	1	45	0	203	1
WBP11	0.184738955823293	1	45	0	203	1
DDX60L	0.184738955823293	1	45	0	203	1
CPO	0.184738955823293	1	45	0	203	1
F7	0.184738955823293	1	45	0	203	1
ARHGAP11B	0.184738955823293	1	45	0	203	1
CATSPERB	0.184738955823293	1	45	0	203	1
TMCC1	0.184738955823293	1	45	0	203	1
SLC25A29	0.184738955823293	1	45	0	203	1
CTD-2139B15.2	0.184738955823293	1	45	0	203	1
KRT34	0.184738955823293	1	45	0	203	1
MAPKBP1	0.184738955823293	1	45	0	203	1
PTTG1IP	0.184738955823293	1	45	0	203	1
PHLDA3	0.184738955823293	1	45	0	203	1
RHOC	0.184738955823293	1	45	0	203	1
CCM2L	0.184738955823293	1	45	0	203	1
EPHX1	0.184738955823293	1	45	0	203	1
SLC16A3	0.184738955823293	1	45	0	203	1
RP11-119D9.1	0.184738955823293	1	45	0	203	1
POU5F2	0.184738955823293	1	45	0	203	1
HECTD1	0.184738955823293	1	45	0	203	1
ZNF833P	0.184738955823293	1	45	0	203	1
GPALPP1	0.184738955823293	1	45	0	203	1
FBXW9	0.184738955823293	1	45	0	203	1
RP11-466F5.10	0.184738955823293	1	45	0	203	1
ZNF266	0.184738955823293	1	45	0	203	1
ZNF705D	0.184738955823293	1	45	0	203	1
RP13-895J2.6	0.184738955823293	1	45	0	203	1
AL137792.1	0.184738955823293	1	45	0	203	1
EBF3	0.184738955823293	1	45	0	203	1
SELV	0.184738955823293	1	45	0	203	1
TAS2R31	0.184738955823293	1	45	0	203	1
GRB7	0.184738955823293	1	45	0	203	1
NLK	0.184738955823293	1	45	0	203	1
LPIN1	0.184738955823293	1	45	0	203	1
HTR3A	0.184738955823293	1	45	0	203	1
RYBP	0.184738955823293	1	45	0	203	1
TCERG1	0.184738955823293	1	45	0	203	1
POFUT1	0.184738955823293	1	45	0	203	1
NTN4	0.184738955823293	1	45	0	203	1
NKX2-4	0.184738955823293	1	45	0	203	1
BCORP1	0.184738955823293	1	45	0	203	1
GLRB	0.184738955823293	1	45	0	203	1
C10orf120	0.184738955823293	1	45	0	203	1
AL590726.1	0.184738955823293	1	45	0	203	1
FAR2P4	0.184738955823293	1	45	0	203	1
ZC2HC1C	0.184738955823293	1	45	0	203	1
UBXN11	0.184738955823293	1	45	0	203	1
TMEM143	0.184738955823293	1	45	0	203	1
TULP1	0.184738955823293	1	45	0	203	1
PLA2G5	0.184738955823293	1	45	0	203	1
SLC38A2	0.184738955823293	1	45	0	203	1
C2orf88	0.184738955823293	1	45	0	203	1
MXD4	0.184738955823293	1	45	0	203	1
IDH3B	0.184738955823293	1	45	0	203	1
NFKBIL1	0.184738955823293	1	45	0	203	1
POTEE	0.184738955823293	1	45	0	203	1
MCTP1	0.184738955823293	1	45	0	203	1
OS9	0.184738955823293	1	45	0	203	1
OTX2	0.184738955823293	1	45	0	203	1
MPV17L2	0.184738955823293	1	45	0	203	1
ZDHHC17	0.184738955823293	1	45	0	203	1
DLEU1	0.184738955823293	1	45	0	203	1
FAM3D	0.184738955823293	1	45	0	203	1
SMAD4	0.184738955823293	1	45	0	203	1
AKAP8	0.184738955823293	1	45	0	203	1
CYP4X1	0.184738955823293	1	45	0	203	1
OR52I2	0.184738955823293	1	45	0	203	1
GSTM4	0.184738955823293	1	45	0	203	1
PTAR1	0.184738955823293	1	45	0	203	1
TCF7L1	0.184738955823293	1	45	0	203	1
ZNF609	0.184738955823293	1	45	0	203	1
USP15	0.184738955823293	1	45	0	203	1
AP1S2	0.184738955823293	1	45	0	203	1
SEMA4F	0.184738955823293	1	45	0	203	1
MED13L	0.184738955823293	1	45	0	203	1
CYP8B1	0.184738955823293	1	45	0	203	1
DCBLD2	0.184738955823293	1	45	0	203	1
ASCC2	0.184738955823293	1	45	0	203	1
ALAS1	0.184738955823293	1	45	0	203	1
OR2L2	0.184738955823293	1	45	0	203	1
PSME1	0.184738955823293	1	45	0	203	1
SPATC1L	0.184738955823293	1	45	0	203	1
KBTBD6	0.184738955823293	1	45	0	203	1
TWISTNB	0.184738955823293	1	45	0	203	1
PKD1L3	0.184738955823293	1	45	0	203	1
ENTPD1	0.184738955823293	1	45	0	203	1
C17orf85	0.184738955823293	1	45	0	203	1
VAMP7	0.184738955823293	1	45	0	203	1
PEAK1	0.184738955823293	1	45	0	203	1
MAD2L1BP	0.184738955823293	1	45	0	203	1
PPP3CA	0.184738955823293	1	45	0	203	1
ZNF787	0.184738955823293	1	45	0	203	1
OSGIN1	0.184738955823293	1	45	0	203	1
VARS	0.184738955823293	1	45	0	203	1
MLIP	0.184738955823293	1	45	0	203	1
NLN	0.184738955823293	1	45	0	203	1
GNG11	0.184738955823293	1	45	0	203	1
MORN4	0.184738955823293	1	45	0	203	1
KAZN	0.184738955823293	1	45	0	203	1
HOXA5	0.184738955823293	1	45	0	203	1
NTN1	0.184738955823293	1	45	0	203	1
NLRP10	0.184738955823293	1	45	0	203	1
IFNA1	0.184738955823293	1	45	0	203	1
ELOF1	0.184738955823293	1	45	0	203	1
NDUFV1	0.184738955823293	1	45	0	203	1
SEMA6B	0.184738955823293	1	45	0	203	1
PPP6R2	0.184738955823293	1	45	0	203	1
C2CD2	0.184738955823293	1	45	0	203	1
RFPL4A	0.184738955823293	1	45	0	203	1
PPFIBP1	0.184738955823293	1	45	0	203	1
RCE1	0.184738955823293	1	45	0	203	1
GRAMD1A	0.184738955823293	1	45	0	203	1
MGLL	0.184738955823293	1	45	0	203	1
FOSB	0.184738955823293	1	45	0	203	1
ECE1	0.184738955823293	1	45	0	203	1
TMEM132A	0.184738955823293	1	45	0	203	1
EFCAB11	0.184738955823293	1	45	0	203	1
POLR1D	0.184738955823293	1	45	0	203	1
ANO8	0.184738955823293	1	45	0	203	1
SPATA31A3	0.184738955823293	1	45	0	203	1
ZDHHC18	0.184738955823293	1	45	0	203	1
ZPBP	0.184738955823293	1	45	0	203	1
HMGB1	0.184738955823293	1	45	0	203	1
APCDD1	0.184738955823293	1	45	0	203	1
ZC3H3	0.184738955823293	1	45	0	203	1
PRDM8	0.184738955823293	1	45	0	203	1
GPI	0.184738955823293	1	45	0	203	1
GNB2	0.184738955823293	1	45	0	203	1
MIER1	0.184738955823293	1	45	0	203	1
MAATS1	0.184738955823293	1	45	0	203	1
MUC6	0.184738955823293	1	45	0	203	1
ZNF618	0.184738955823293	1	45	0	203	1
ADAM18	0.184738955823293	1	45	0	203	1
VCX	0.184738955823293	1	45	0	203	1
C12orf71	0.184738955823293	1	45	0	203	1
RBP3	0.184738955823293	1	45	0	203	1
MYL1	0.184738955823293	1	45	0	203	1
TCEB3CL2	0.184738955823293	1	45	0	203	1
CFAP44	0.184738955823293	1	45	0	203	1
LRRC14B	0.184738955823293	1	45	0	203	1
RGS4	0.184738955823293	1	45	0	203	1
SESN1	0.184738955823293	1	45	0	203	1
INTS5	0.184738955823293	1	45	0	203	1
MFSD8	0.184738955823293	1	45	0	203	1
WDR74	0.184738955823293	1	45	0	203	1
KDM6A	0.184738955823293	1	45	0	203	1
APOBEC3G	0.184738955823293	1	45	0	203	1
PLD4	0.184738955823293	1	45	0	203	1
RP11-597D13.7	0.184738955823293	1	45	0	203	1
PHOSPHO1	0.184738955823293	1	45	0	203	1
ZNF451	0.184738955823293	1	45	0	203	1
ABHD17C	0.184738955823293	1	45	0	203	1
ATP7A	0.184738955823293	1	45	0	203	1
TTLL4	0.184738955823293	1	45	0	203	1
CDC27	0.184738955823293	1	45	0	203	1
ELL3	0.184738955823293	1	45	0	203	1
AGAP6	0.184738955823293	1	45	0	203	1
MX1	0.184738955823293	1	45	0	203	1
ENO4	0.184738955823293	1	45	0	203	1
SLC28A1	0.184738955823293	1	45	0	203	1
BBX	0.184738955823293	1	45	0	203	1
TRIM51	0.184738955823293	1	45	0	203	1
UBE2J1	0.184738955823293	1	45	0	203	1
C7orf72	0.184738955823293	1	45	0	203	1
C17orf100	0.184738955823293	1	45	0	203	1
PDE10A	0.184738955823293	1	45	0	203	1
KLHL24	0.184738955823293	1	45	0	203	1
BCAS3	0.184738955823293	1	45	0	203	1
GSTM5	0.184738955823293	1	45	0	203	1
OR7A17	0.184738955823293	1	45	0	203	1
PXT1	0.184738955823293	1	45	0	203	1
JAGN1	0.184738955823293	1	45	0	203	1
ACOT6	0.184738955823293	1	45	0	203	1
DLC1	0.184738955823293	1	45	0	203	1
KLC3	0.184738955823293	1	45	0	203	1
OR2T2	0.184738955823293	1	45	0	203	1
RP11-379J13.1	0.184738955823293	1	45	0	203	1
PEX13	0.184738955823293	1	45	0	203	1
HSPA4L	0.184738955823293	1	45	0	203	1
CEACAM1	0.184738955823293	1	45	0	203	1
ACKR1	0.184738955823293	1	45	0	203	1
CASP10	0.184738955823293	1	45	0	203	1
KRTAP5-9	0.184738955823293	1	45	0	203	1
ENO2	0.184738955823293	1	45	0	203	1
PAK6	0.184738955823293	1	45	0	203	1
CARS	0.184738955823293	1	45	0	203	1
SLC36A2	0.184738955823293	1	45	0	203	1
CMPK1	0.184738955823293	1	45	0	203	1
PLAUR	0.184738955823293	1	45	0	203	1
CDK3	0.184738955823293	1	45	0	203	1
AC116533.2	0.184738955823293	1	45	0	203	1
PPP4R4	0.184738955823293	1	45	0	203	1
HERC4	0.184738955823293	1	45	0	203	1
SYNDIG1L	0.184738955823293	1	45	0	203	1
GFRA2	0.184738955823293	1	45	0	203	1
TEKT2	0.184738955823293	1	45	0	203	1
SLC4A1AP	0.184738955823293	1	45	0	203	1
GLYATL2	0.184738955823293	1	45	0	203	1
PNLDC1	0.184738955823293	1	45	0	203	1
RNU6-409P	0.184738955823293	1	45	0	203	1
NME7	0.184738955823293	1	45	0	203	1
PLAC8L1	0.184738955823293	1	45	0	203	1
PLK2	0.184738955823293	1	45	0	203	1
VSTM5	0.184738955823293	1	45	0	203	1
LNP1	0.184738955823293	1	45	0	203	1
RP11-578F21.4	0.184738955823293	1	45	0	203	1
GAL3ST2	0.184738955823293	1	45	0	203	1
ARHGEF35	0.184738955823293	1	45	0	203	1
OPN1SW	0.184738955823293	1	45	0	203	1
PLEKHF2	0.184738955823293	1	45	0	203	1
EPOR	0.184738955823293	1	45	0	203	1
POLR2G	0.184738955823293	1	45	0	203	1
PDPR	0.184738955823293	1	45	0	203	1
UNC13D	0.184738955823293	1	45	0	203	1
PLGLA	0.184738955823293	1	45	0	203	1
METRN	0.184738955823293	1	45	0	203	1
UCKL1	0.184738955823293	1	45	0	203	1
SLC2A11	0.184738955823293	1	45	0	203	1
HMG20B	0.184738955823293	1	45	0	203	1
EPC2	0.184738955823293	1	45	0	203	1
RP11-113D6.10	0.184738955823293	1	45	0	203	1
RNU6-614P	0.184738955823293	1	45	0	203	1
G6PC3	0.184738955823293	1	45	0	203	1
POC1B	0.184738955823293	1	45	0	203	1
OR11H12	0.184738955823293	1	45	0	203	1
KIAA1107	0.184738955823293	1	45	0	203	1
SIM1	0.184738955823293	1	45	0	203	1
EPN3	0.184738955823293	1	45	0	203	1
LINC01312	0.184738955823293	1	45	0	203	1
PCDHGB7	0.184738955823293	1	45	0	203	1
SNX14	0.184738955823293	1	45	0	203	1
TRIM29	0.184738955823293	1	45	0	203	1
MNDA	0.184738955823293	1	45	0	203	1
MFN1	0.184738955823293	1	45	0	203	1
NBPF6	0.184738955823293	1	45	0	203	1
LINC00910	0.184738955823293	1	45	0	203	1
IQCF1	0.184738955823293	1	45	0	203	1
ERC1	0.184738955823293	1	45	0	203	1
ZNF250	0.184738955823293	1	45	0	203	1
RP11-545J16.1	0.184738955823293	1	45	0	203	1
RING1	0.184738955823293	1	45	0	203	1
KCNMB1	0.184738955823293	1	45	0	203	1
SRD5A1	0.184738955823293	1	45	0	203	1
CDC37L1	0.184738955823293	1	45	0	203	1
ATG9B	0.184738955823293	1	45	0	203	1
UNG	0.184738955823293	1	45	0	203	1
NCEH1	0.184738955823293	1	45	0	203	1
TTC39B	0.184738955823293	1	45	0	203	1
RIPPLY2	0.184738955823293	1	45	0	203	1
TRIML2	0.184738955823293	1	45	0	203	1
LHX4	0.184738955823293	1	45	0	203	1
CTD-2012J19.3	0.184738955823293	1	45	0	203	1
TERF1	0.184738955823293	1	45	0	203	1
KPNA1	0.184738955823293	1	45	0	203	1
SLC9A2	0.184738955823293	1	45	0	203	1
TRAV40	0.184738955823293	1	45	0	203	1
OR52N1	0.184738955823293	1	45	0	203	1
RBMX2	0.184738955823293	1	45	0	203	1
IL1RAP	0.184738955823293	1	45	0	203	1
BAIAP2L1	0.184738955823293	1	45	0	203	1
AP1M1	0.184738955823293	1	45	0	203	1
SUDS3	0.184738955823293	1	45	0	203	1
TADA2B	0.184738955823293	1	45	0	203	1
ZFP37	0.184738955823293	1	45	0	203	1
LINC00632	0.184738955823293	1	45	0	203	1
GINS1	0.184738955823293	1	45	0	203	1
FUS	0.184738955823293	1	45	0	203	1
ARAP1	0.184738955823293	1	45	0	203	1
DPPA4	0.184738955823293	1	45	0	203	1
AC011453.4	0.184738955823293	1	45	0	203	1
NUP62	0.184738955823293	1	45	0	203	1
NADK2	0.184738955823293	1	45	0	203	1
PRKAA1	0.184738955823293	1	45	0	203	1
AP000345.1	0.184738955823293	1	45	0	203	1
EXT1	0.184738955823293	1	45	0	203	1
AGAP7P	0.184738955823293	1	45	0	203	1
AC133555.1	0.184738955823293	1	45	0	203	1
GPR20	0.184738955823293	1	45	0	203	1
NBEAP1	0.184738955823293	1	45	0	203	1
DNAJC4	0.184738955823293	1	45	0	203	1
LRCH3	0.184738955823293	1	45	0	203	1
VPS54	0.184738955823293	1	45	0	203	1
HPD	0.184738955823293	1	45	0	203	1
CPLX1	0.184738955823293	1	45	0	203	1
ADO	0.184738955823293	1	45	0	203	1
STX4	0.184738955823293	1	45	0	203	1
GMPPA	0.184738955823293	1	45	0	203	1
CDC42EP1	0.184738955823293	1	45	0	203	1
FAM90A27P	0.184738955823293	1	45	0	203	1
PTBP1	0.184738955823293	1	45	0	203	1
PRR36	0.184738955823293	1	45	0	203	1
EXOC4	0.184738955823293	1	45	0	203	1
IGJ	0.184738955823293	1	45	0	203	1
ZNF823	0.184738955823293	1	45	0	203	1
HAGHL	0.184738955823293	1	45	0	203	1
RP11-644F5.10	0.184738955823293	1	45	0	203	1
C21orf58	0.184738955823293	1	45	0	203	1
SELT	0.184738955823293	1	45	0	203	1
FUT6	0.184738955823293	1	45	0	203	1
FGF12	0.184738955823293	1	45	0	203	1
KCND2	0.184738955823293	1	45	0	203	1
MAP3K3	0.184738955823293	1	45	0	203	1
SETDB2	0.184738955823293	1	45	0	203	1
CMTR1	0.184738955823293	1	45	0	203	1
DANCR	0.184738955823293	1	45	0	203	1
LIPG	0.184738955823293	1	45	0	203	1
OCM2	0.184738955823293	1	45	0	203	1
AC005077.5	0.184738955823293	1	45	0	203	1
FUT2	0.184738955823293	1	45	0	203	1
SEMA4A	0.184738955823293	1	45	0	203	1
OR52B2	0.184738955823293	1	45	0	203	1
SPTBN1	0.184738955823293	1	45	0	203	1
AC092338.5	0.184738955823293	1	45	0	203	1
GPR45	0.184738955823293	1	45	0	203	1
SPATA25	0.184738955823293	1	45	0	203	1
ITGB3	0.184738955823293	1	45	0	203	1
PITPNM2	0.184738955823293	1	45	0	203	1
PAN3	0.184738955823293	1	45	0	203	1
TRAJ52	0.184738955823293	1	45	0	203	1
ZNF254	0.184738955823293	1	45	0	203	1
NBPF2P	0.184738955823293	1	45	0	203	1
HTATIP2	0.184738955823293	1	45	0	203	1
CRYBG3	0.184738955823293	1	45	0	203	1
SLC44A2	0.184738955823293	1	45	0	203	1
SNPH	0.184738955823293	1	45	0	203	1
STIM2	0.184738955823293	1	45	0	203	1
KCNIP4	0.184738955823293	1	45	0	203	1
CCDC15	0.184738955823293	1	45	0	203	1
NPEPL1	0.184738955823293	1	45	0	203	1
